user_text,age_group,sex,body_part,red_flags_present,duration_days,pain_score,symptom_count,primary_disease
"for the last few days i have had diarrhea, stomach cramps, vomiting and nausea today. my pain score is 2 out of 10.",child,male,abdomen,no,0,2,4,gastroenteritis
"i am experiencing frequent urination, increased thirst, blurred vision and thirst for 3 days. my pain score is 3 out of 10.",teen,not specified,whole body,yes,3,3,4,hyperglycemia
"i've got light sensitivity, neck stiffness and severe headache today. my pain score is 2 out of 10.",child,female,head/neck,no,0,2,3,meningitis
"i've got thirst, dizziness, fatigue and ate suspicious food today. my pain score is 1 out of 10.",older adult,not specified,whole body,no,0,1,4,dehydration
"i have shaking, sweating, confusion, headache and fast heartbeat for 4 days. my pain score is 4 out of 10.",teen,male,whole body,no,4,4,5,hypoglycemia
"i am experiencing shortness of breath on exertion, fatigue and shortness of breath for 2 days. my pain score is 1 out of 10.",teen,male,whole body,no,2,1,3,anemia
"my symptoms are nausea, ate suspicious food, dehydration, weakness and vomiting for 5 days. my pain score is 7 out of 10.",older adult,female,abdomen,no,5,7,5,food poisoning
"for the last few days i have had fever, fatigue, chills, sore throat, loss of appetite, headache and mild cough for 7 days. my pain score is 5 out of 10.",older adult,male,whole body,yes,7,5,7,influenza
"i am experiencing red eye, eye discharge and watery eye for 2 days. my pain score is 2 out of 10.",adult,male,eye,no,2,2,3,conjunctivitis
"i have tooth pain, bad taste, facial swelling and gum swelling for 2 days. my pain score is 3 out of 10.",adult,male,mouth/face,yes,2,3,4,dental abscess
"today i noticed fatigue, frequent urination and blurred vision for 3 days. my pain score is 3 out of 10.",older adult,male,whole body,no,3,3,3,hyperglycemia
"i have speech difficulty, arm weakness, face drooping, loss of balance, vision trouble and dizziness for 2 days. my pain score is 6 out of 10.",child,not specified,head/face/arm,no,2,6,6,stroke
"i feel sneezing, runny nose, fever and headache for 6 days. my pain score is 5 out of 10.",older adult,male,head/chest,yes,6,5,4,common cold
"i feel severe headache, neck stiffness, fever, light sensitivity, drowsiness, rash, vomiting, very unwell and seizure for 8 days. my pain score is 8 out of 10.",teen,male,head/neck,yes,8,8,9,meningitis
"i am experiencing difficulty moving, joint pain and bruising today. my pain score is 2 out of 10.",older adult,male,arm/leg,yes,0,2,3,fracture or sprain
"i feel sore throat, sneezing and headache for 5 days. my pain score is 3 out of 10.",child,not specified,head/chest,yes,5,3,3,common cold
"i am experiencing red eye, eye discharge, watery eye, itchy eye, gritty feeling, light sensitivity, mild eyelid swelling and eye injury for 14 days. my pain score is 7 out of 10.",older adult,male,eye,yes,14,7,8,conjunctivitis
"today i noticed recent lifting, muscle tightness, reduced range of motion, bruising, swelling and nausea for 7 days. my pain score is 5 out of 10.",teen,female,back/arm/leg,no,7,5,6,muscle strain
"for the last few days i have had sore throat, fever and loss of smell for 3 days. my pain score is 2 out of 10.",child,male,whole body,yes,3,2,3,covid-like viral illness
"my symptoms are nausea, flank pain, blood in urine and chills for 4 days. my pain score is 5 out of 10.",older adult,female,back/abdomen,no,4,5,4,kidney infection
"i've got shaking, hunger, sweating, headache, confusion, cannot swallow and fear for 3 days. my pain score is 8 out of 10.",adult,female,whole body,yes,3,8,7,hypoglycemia
"for the last few days i have had scaly skin, red patches, dry skin, itchy rash, sleep disturbance and oozing for 4 days. my pain score is 5 out of 10.",older adult,not specified,skin,yes,4,5,6,eczema flare
"today i noticed shaking, sweating, dizziness, headache, fast heartbeat, confusion, cannot swallow and speech difficulty for 12 days. my pain score is 7 out of 10.",adult,not specified,whole body,yes,12,7,8,hypoglycemia
"i am experiencing hunger, dizziness, sweating, confusion, fast heartbeat, unconscious and cannot swallow for 10 days. my pain score is 8 out of 10.",adult,male,whole body,yes,10,8,7,hypoglycemia
"i feel fear, shortness of breath and racing heart today. my pain score is 1 out of 10.",teen,not specified,chest/whole body,no,0,1,3,anxiety or panic attack
"my symptoms are cloudy urine, burning urination, frequent urination and lower abdominal pain for 3 days. my pain score is 3 out of 10.",older adult,male,pelvis/abdomen,no,3,3,4,urinary tract infection
"i have fatigue, dry mouth, thirst, reduced urination, fast heartbeat and confusion for 1 day. my pain score is 9 out of 10.",older adult,female,whole body,yes,1,9,6,dehydration
"i feel ear pain, fever, fullness in ear, ear discharge, poor sleep and dizziness for 2 days. my pain score is 4 out of 10.",older adult,not specified,ear/head,no,2,4,6,ear infection
"i am experiencing eye discharge, watery eye, red eye, mild eyelid swelling, light sensitivity and gritty feeling for 3 days. my pain score is 5 out of 10.",adult,male,eye,yes,3,5,6,conjunctivitis
"today i noticed nausea, loss of appetite and stomach cramps for 2 days. my pain score is 3 out of 10.",adult,female,abdomen,no,2,3,3,appendicitis
"i have mild fever, chest discomfort, fatigue and productive cough for 3 days. my pain score is 2 out of 10.",older adult,female,chest,yes,3,2,4,bronchitis
"today i noticed fear, trembling, sweating, tingling fingers and dizziness for 5 days. my pain score is 7 out of 10.",older adult,male,chest/whole body,no,5,7,5,anxiety or panic attack
"i feel swelling, warm skin, skin pain, pus, spreading redness and fever for 4 days. my pain score is 6 out of 10.",adult,female,skin/leg/arm,yes,4,6,6,cellulitis
"i've got dull headache, neck tightness and mild nausea for 5 days. my pain score is 4 out of 10.",older adult,not specified,head,yes,5,4,3,tension headache
"i am experiencing stomach cramps, nausea and thirst for 3 days. my pain score is 3 out of 10.",child,male,abdomen,no,3,3,3,food poisoning
"i am experiencing runny nose, mild cough, sore throat, blocked nose, headache and fatigue for 4 days. my pain score is 4 out of 10.",older adult,male,head/chest,no,4,4,6,common cold
"i've got fever, shivering, weakness, reduced urination, vomiting, no urination all day, rapid breathing and shortness of breath for 6 days. my pain score is 8 out of 10.",child,not specified,whole body,yes,6,8,8,sepsis
"i feel mild fever, productive cough, chest discomfort, fatigue, wheezing, persistent chest pain and difficulty breathing for 5 days. my pain score is 10 out of 10.",teen,not specified,chest,yes,5,10,7,bronchitis
"today i noticed chest tightness, nausea, pain spreading to arm and chest pain when breathing for 2 days. my pain score is 4 out of 10.",older adult,female,chest,yes,2,4,4,heart attack
"my symptoms are very unwell, fast heartbeat, fever, vomiting and rapid breathing for 1 day. my pain score is 7 out of 10.",adult,male,whole body,yes,1,7,5,sepsis
for the last few days i have had pale skin and dizziness for 3 days. my pain score is 3 out of 10.,child,male,whole body,yes,3,3,2,anemia
"i am experiencing loss of appetite, upper abdominal pain and bloating for 2 days. my pain score is 1 out of 10.",adult,male,abdomen,yes,2,1,3,gastritis
"i am experiencing red patches, scaly skin, itchy rash, cracked skin, sleep disturbance, oozing and warm skin for 2 days. my pain score is 6 out of 10.",adult,male,skin,yes,2,6,7,eczema flare
"i feel cough, chest pain when breathing, shortness of breath, green mucus and fatigue for 6 days. my pain score is 5 out of 10.",child,female,chest,no,6,5,5,pneumonia
"i've got cloudy urine, lower abdominal pain, frequent urination, burning urination and dark urine for 1 day. my pain score is 1 out of 10.",adult,female,pelvis/abdomen,yes,1,1,5,urinary tract infection
"i have burning chest discomfort, heartburn and worse lying down for 7 days. my pain score is 4 out of 10.",older adult,female,chest/abdomen,yes,7,4,3,gerd
"i've got recent lifting, muscle tightness, pain worse with movement and reduced range of motion for 2 days. my pain score is 5 out of 10.",older adult,male,back/arm/leg,no,2,5,4,muscle strain
"i've got sneezing, blocked nose and runny nose for 3 days. my pain score is 3 out of 10.",child,female,head,no,3,3,3,allergic rhinitis
"today i noticed blocked nose, sore throat, headache and fatigue for 6 days. my pain score is 4 out of 10.",older adult,female,head/chest,no,6,4,4,common cold
"for the last few days i have had swelling, red skin, fever, pus and spreading redness for 7 days. my pain score is 6 out of 10.",teen,not specified,skin/leg/arm,yes,7,6,5,cellulitis
"i've got neck tightness, stress, pressure around head and dry mouth today. my pain score is 1 out of 10.",adult,not specified,head,no,0,1,4,tension headache
"i feel sore throat, loss of smell and fever for 2 days. my pain score is 1 out of 10.",teen,male,whole body,no,2,1,3,covid-like viral illness
"i feel neck tightness, stress, dull headache and pressure around head for 2 days. my pain score is 1 out of 10.",teen,female,head,no,2,1,4,tension headache
"i've got blocked nose, watery eyes, runny nose, itchy eyes, sinus pressure and shortness of breath for 4 days. my pain score is 3 out of 10.",child,female,head,no,4,3,6,allergic rhinitis
"today i noticed scaly skin, itchy rash and dry skin today. my pain score is 3 out of 10.",child,not specified,skin,no,0,3,3,eczema flare
"i feel joint pain, injury, swelling and bruising for 1 day. my pain score is 1 out of 10.",adult,not specified,arm/leg,no,1,1,4,fracture or sprain
my symptoms are trembling and chest tightness today. my pain score is 2 out of 10.,teen,not specified,chest/whole body,no,0,2,2,anxiety or panic attack
for the last few days i have had itchy rash and dry skin for 2 days. my pain score is 2 out of 10.,older adult,female,skin,no,2,2,2,eczema flare
"i am experiencing reduced hearing, ear pain, fever, fullness in ear, poor sleep, ear discharge, dizziness, severe headache and gum swelling today. my pain score is 9 out of 10.",older adult,not specified,ear/head,yes,0,9,9,ear infection
"for the last few days i have had swelling, skin pain and red skin for 3 days. my pain score is 1 out of 10.",teen,male,skin/leg/arm,no,3,1,3,cellulitis
today i noticed fear and chest tightness for 2 days. my pain score is 1 out of 10.,teen,not specified,chest/whole body,no,2,1,2,anxiety or panic attack
"i feel chest pain when breathing, fever, cough, fatigue and low oxygen for 12 days. my pain score is 10 out of 10.",adult,female,chest,yes,12,10,5,pneumonia
"for the last few days i have had fast heartbeat, very unwell, shivering, fever, weakness, vomiting and rapid breathing for 13 days. my pain score is 7 out of 10.",adult,male,whole body,yes,13,7,7,sepsis
"today i noticed diarrhea, nausea, vomiting, body aches, fever, confusion and ate suspicious food for 2 days. my pain score is 10 out of 10.",adult,not specified,abdomen,yes,2,10,7,gastroenteritis
"for the last few days i have had productive cough, fatigue, mild fever, wheezing, shortness of breath and mucus for 7 days. my pain score is 7 out of 10.",older adult,not specified,chest,yes,7,7,6,bronchitis
"for the last few days i have had speech difficulty, sudden confusion, vision trouble and loss of balance for 6 days. my pain score is 6 out of 10.",teen,male,head/face/arm,no,6,6,4,stroke
"today i noticed fever, right lower abdominal pain, loss of appetite, abdominal tenderness, vomiting, pain worse with movement and rigid abdomen for 12 days. my pain score is 8 out of 10.",adult,male,abdomen,yes,12,8,7,appendicitis
"i have dizziness, fatigue, shortness of breath on exertion, cold hands, fast heartbeat, headache, fainting and severe shortness of breath for 9 days. my pain score is 10 out of 10.",child,male,whole body,yes,9,10,8,anemia
"i have fast heartbeat, shivering, weakness and rapid breathing for 8 days. my pain score is 7 out of 10.",teen,female,whole body,yes,8,7,4,sepsis
"today i noticed pale skin, dizziness, fast heartbeat and cold hands for 2 days. my pain score is 3 out of 10.",child,male,whole body,no,2,3,4,anemia
"today i noticed lower abdominal pain, cloudy urine and burning urination for 1 day. my pain score is 1 out of 10.",adult,female,pelvis/abdomen,no,1,1,3,urinary tract infection
"for the last few days i have had warm skin, skin pain and red skin for 1 day. my pain score is 3 out of 10.",older adult,male,skin/leg/arm,no,1,3,3,cellulitis
"for the last few days i have had shaking, hunger, sweating, weakness, headache, confusion and fast heartbeat for 5 days. my pain score is 5 out of 10.",child,male,whole body,no,5,5,7,hypoglycemia
"i've got shortness of breath, chest pain when breathing, fatigue, green mucus and chills for 2 days. my pain score is 5 out of 10.",older adult,male,chest,yes,2,5,5,pneumonia
